PISTECYCLABLE_IDG|NOMVILLE|NOMDESTINATIONSHERBROOKE|NOMMTQ|REMARQUE|LARGEUR|TYPE_resolved|TYPEREVETEMENT_resolved|TYPEMTQ1_resolved|TYPEMTQ2_resolved|METHODECAPTAGEID_resolved|Shape_len00|_geometry
3177||AXE MAGOG| ||3,000000000000000|Cyclo pédestre|Criblure de pierre|Piste cyclable|Piste cyclable en site propre|Approximation|11,114056102077701|LINESTRING (-71.9549485385996 45.3873950814039,-71.9549495737218 45.387394860347,-71.9549506101898 45.3873946419726,-71.9549516480268 45.3873944271801,-71.95495268591 45.3873942141869,-71.9549537263925 45.3873940029602,-71.9549547669674 45.3873937953317,-71.9549558088881 45.3873935903858,-71.9549568508781 45.3873933881385,-71.9549578941909 45.3873931876741,-71.9549589388727 45.3873929907917,-71.9549599848772 45.3873927956921,-71.9549610322276 45.387392603275,-71.9549620796703 45.3873924144562,-71.9550775861782 45.3873537990398)
3178||AXE MAGOG| ||3,000000000000000|Cyclo pédestre|Criblure de pierre|Piste cyclable|Piste cyclable en site propre|Approximation|64,580565282061698|LINESTRING (-71.9550775861782 45.3873537990398,-71.9552182966403 45.3873214160511,-71.9552190266388 45.3873212483725,-71.9552308760038 45.3873197916718,-71.9552434023227 45.387318041086,-71.9552559243953 45.3873162743555,-71.9552684450057 45.3873145004433,-71.9552809655923 45.3873127256302,-71.9552934876624 45.3873109588955,-71.9553060140003 45.3873092092026,-71.9553185460904 45.3873074846311,-71.955331085394 45.3873057923615,-71.9553436346954 45.3873041413569,-71.9553561954789 45.3873025396972,-71.9553687705056 45.3873009954459,-71.9553814020228 45.3872996619415,-71.9553941011903 45.3872985759362,-71.9554068345522 45.3872976280729,-71.95541957239 45.3872967053474,-71.9554322812246 45.3872956975029,-71.9554449288072 45.3872944924674,-71.9554574841655 45.3872929781526,-71.9554699166041 45.3872910532648,-71.9554822722925 45.3872888746922,-71.9554945820874 45.3872865500252,-71.9555068529721 45.3872841025714,-71.9555190918147 45.3872815511403,-71.9555313068982 45.3872789199227,-71.9555435038142 45.3872762277446,-71.9555556882464 45.3872734970301,-71.9555678684087 45.3872707492713,-71.9555800512386 45.3872680059764,-71.9555922423736 45.3872652877707,-71.9556044500277 45.3872626161461,-71.9556166811384 45.3872600126109,-71.9556289359367 45.3872574861608,-71.9556411975096 45.3872549749208,-71.9556534604965 45.3872524690606,-71.9556657248514 45.3872499667811,-71.9556779905741 45.3872474680823,-71.9556902576647 45.3872449729643,-71.9557025273999 45.3872424814106,-71.9557147972032 45.3872399925544,-71.9557270683514 45.3872375063793,-71.9557393408212 45.3872350219857,-71.9557516133592 45.3872325402896,-71.9557638872189 45.387230060375,-71.9557761611238 45.3872275822582,-71.9557884363272 45.3872251050234,-71.9558007115526 45.3872226286869,-71.9558129868 45.3872201532487,-71.955825263323 45.3872176777929,-71.9558375385913 45.3872152032516,-71.9558498151121 45.3872127277932,-71.9558620903551 45.3872102523497,-71.9558740962457 45.3872078307313)
3179||AXE MAGOG| ||3,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|157,458548040811990|LINESTRING (-71.9311193660386 45.3935972860685,-71.9311193508938 45.3935973438496,-71.9311187749632 45.393601546232,-71.9311201646899 45.3936066112468,-71.9311241553886 45.3936186824012,-71.9311267757981 45.3936262561111,-71.9311313672895 45.3936354131761,-71.9311329980903 45.3936385431621,-71.9311352086908 45.3936427844127,-71.9311430056333 45.3936595690458,-71.9311451211458 45.3936703642959,-71.931147111266 45.3936797339334,-71.9311470290294 45.393689326612,-71.9311453323193 45.3936991680885,-71.9311413737815 45.3937092655759,-71.9311360962759 45.3937184671304,-71.9311295272986 45.3937279125349,-71.9311232365222 45.3937355277291,-71.9311143884527 45.393744545463,-71.9310920924741 45.3937601261523,-71.931077383538 45.3937693532084,-71.9310672447978 45.3937748524476,-71.9310564375209 45.3937801269989,-71.9310456479093 45.3937861014217,-71.9310332128096 45.3937925634926,-71.9310237203239 45.3937973545357,-71.9310135697879 45.3938023868887,-71.9310040654908 45.393806710149,-71.9309922635833 45.3938119971577,-71.9309814267951 45.3938161031486,-71.9309696013133 45.3938204563917,-71.9309564517765 45.3938248253247,-71.9308047706226 45.3938787514697,-71.9306753132254 45.3939253728613,-71.9305320488406 45.3939720842746,-71.9305152798542 45.3939788903339,-71.9304994337773 45.3939869419398,-71.9304871299902 45.3939940061146,-71.930475551555 45.3940010666013,-71.9304661400145 45.3940107896368,-71.9304539292861 45.3940221494916,-71.9304400253877 45.394033930093,-71.9304238601672 45.3940461394567,-71.9304098552928 45.3940539187253,-71.9303946938883 45.3940609124995,-71.9303609544776 45.3940745423959,-71.930320461372 45.3940906586076,-71.9302585405444 45.394113047064,-71.9302146017605 45.3941278574968,-71.9301918425189 45.394132280102,-71.9301721127075 45.3941342693263,-71.9301427384608 45.3941337661233,-71.9301185578209 45.3941308024358,-71.9300941293251 45.3941259116394,-71.9300733362039 45.3941235705203,-71.9300565593995 45.3941227799606,-71.9300435129079 45.3941235435437,-71.9300270902177 45.3941255507209,-71.9300061751291 45.3941296145469,-71.9299744955242 45.39413969287,-71.9299416520965 45.3941528992854,-71.9299153547326 45.3941625781484,-71.9298869644462 45.3941733369513,-71.929843282763 45.3941900418344,-71.9298004049759 45.3942036294064,-71.9297313564868 45.3942287308187,-71.929702895849 45.3942368547558,-71.9296756470203 45.3942406135738,-71.9296408328879 45.3942416712181,-71.9296121986289 45.3942429619415,-71.9295742984691 45.3942440581982,-71.9295467805434 45.3942442370969,-71.9295262330094 45.3942444943098)
3180||AXE MAGOG| ||3,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|8,992543997112270|LINESTRING (-71.9295262330094 45.3942444943098,-71.9294146604713 45.3942636425148)
3181||AXE MAGOG| ||3,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|30,979844591611901|LINESTRING (-71.9294146604713 45.3942636425148,-71.9293783493178 45.3942650499669,-71.9293677986655 45.394265164027,-71.9293556226474 45.3942649438835,-71.929343637763 45.394265060595,-71.9293323504129 45.3942652351648,-71.9293073776862 45.3942639855612,-71.9292924272636 45.3942645632196,-71.9292718961543 45.3942636485586,-71.9292497137721 45.3942631451012,-71.9292241770734 45.394261511997,-71.9292031016778 45.3942609946763,-71.9291759026102 45.3942593832657,-71.9291580929468 45.3942564818217,-71.9291414026667 45.3942539569073,-71.9291274424199 45.3942498365624,-71.9291073571833 45.3942446203428,-71.9290833451218 45.3942375014556,-71.9290643583361 45.3942318818415,-71.9290453813733 45.3942266517423,-71.9290286603046 45.3942229555741)
3182||AXE MAGOG| ||3,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|11,457134804895500|LINESTRING (-71.9290286603046 45.3942229555741,-71.9289964163087 45.3942190640053,-71.9289414627715 45.394215846229,-71.9288831857544 45.3942126709103)
3183||AXE MAGOG| ||3,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable en site propre|Approximation|11,518623500302800|LINESTRING (-71.9288831857544 45.3942126709103,-71.928862508336 45.3942058998938,-71.9288413345806 45.3942014792285,-71.9288190243002 45.3941959002567,-71.9287906678105 45.3941923505314,-71.9287661705359 45.3941879705341,-71.9287417115748 45.3941880497767)
3184||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Cyclo pédestre|Criblure de pierre|Piste cyclable|Piste cyclable en site propre|Approximation|494,682365188457990|LINESTRING (-71.8544929161916 45.3750289643284,-71.8545307066218 45.3749638085226,-71.8545573316954 45.374926619801,-71.8546451763058 45.3748625871844,-71.8547717424735 45.3748160924713,-71.8548604460942 45.3747880441466,-71.8550004205592 45.3747683860909,-71.8552429368369 45.3747655083432,-71.8553582428258 45.3747821372428,-71.8555248199203 45.3748071561254,-71.8558062733888 45.3748308109872,-71.8559726357759 45.374846833103,-71.856087727076 45.3748544651526,-71.8561515472207 45.3748537072918,-71.8562023882651 45.3748441048694,-71.8562530142143 45.3748255063164,-71.8562906610294 45.3747980632252,-71.8563280927191 45.3747616240141,-71.8563518999933 45.3746893519581,-71.8563501792601 45.3746173830944,-71.8563363398408 45.3745725541505,-71.8563227155303 45.3745367213125,-71.856268003389 45.3743843938315,-71.8562005276619 45.3742322178972,-71.8561722041054 45.3741155716316,-71.8561572896755 45.374025762111,-71.8561570095429 45.3739802897915,-71.8561537025718 45.3739308787064,-71.8561372480979 45.3738651408971,-71.856077640565 45.3737729429225,-71.8560476525936 45.373712110798,-71.8559795332229 45.3735329463666,-71.8559267581653 45.3734615836766,-71.8558350471377 45.3733636872404,-71.8557554551422 45.3732386508613,-71.8556756485297 45.3731046183071,-71.8555703150842 45.3729708887044,-71.8555162514 45.372845549123,-71.8554745216367 45.3727020657882,-71.8554349414014 45.3726485435783,-71.8553694043511 45.3725773320914,-71.8553302541316 45.372541802072,-71.8552305179105 45.3724105640362,-71.8551624137795 45.3722979764299,-71.8550616639101 45.3721508838216,-71.8550152751825 45.3720592222131,-71.8549687986129 45.3719638226806)
3185||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Cyclo pédestre|Criblure de pierre|Piste cyclable|Piste cyclable en site propre|Approximation|13,005929522178800|LINESTRING (-71.8549687986129 45.3719638226806,-71.8549195458388 45.3719167690074,-71.8548621309392 45.3718744617589)
3186||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Cyclo pédestre|Criblure de pierre|Piste cyclable|Piste cyclable en site propre|Approximation|735,031622256341960|LINESTRING (-71.8548621309392 45.3718744617589,-71.8548048992694 45.3718252818256,-71.8547001888636 45.3717193813775,-71.8545743459799 45.3715988917931,-71.8544567298421 45.3715050548337,-71.8543418440496 45.371398345173,-71.8542152922645 45.3712952157246,-71.8540470084444 45.371198225815,-71.8537887388428 45.3710753064292,-71.8536851308148 45.3710135439339,-71.8535810937624 45.3709337890931,-71.8534508869064 45.3708273483088,-71.8532434581458 45.3706948264579,-71.8530881553903 45.3706066799711,-71.852868823253 45.3705102931452,-71.8527526686873 45.370457677099,-71.8526367288065 45.3704140570601,-71.8525590782198 45.3703699834194,-71.8524682358363 45.3703080686188,-71.8523382469243 45.3702106226434,-71.8521693263252 45.3700866414832,-71.8520309462387 45.3700168088403,-71.8518614520057 45.3699519651692,-71.8517181212773 45.3699030109713,-71.8516151605451 45.3698682349335,-71.8515507030034 45.3698420017952,-71.8513949766513 45.3697358606678,-71.8513043508025 45.3696829410426,-71.851240107857 45.3696657038587,-71.8511633162974 45.369657613779,-71.851065805945 45.3696466246322,-71.8509314179468 45.3696454293702,-71.8508740016879 45.3696405374868,-71.8508302125829 45.3696271282197,-71.8507502057422 45.3695862928401,-71.8504703520597 45.3693839199895,-71.8504083291864 45.3693496000038,-71.8503634529793 45.3693071278084,-71.8502687462439 45.3691743897124,-71.8501855017101 45.3690715931749,-71.8500793736842 45.3689880516034,-71.8499759435224 45.3689424470323,-71.8498293970677 45.3688846809763,-71.8497350560981 45.3688554111244,-71.8496257572507 45.3688221281878,-71.8494927314301 45.3687912204196,-71.849329885615 45.3687564732576,-71.8492188549916 45.3687419348276,-71.8491085477762 45.3687090664492,-71.8490015888915 45.3686660331067,-71.8488424012005 45.3686243553534,-71.8486643222036 45.3685918595571,-71.8484897028863 45.3685692940581,-71.8482937833254 45.3685285189996,-71.8481147548716 45.3685032657875,-71.8480276695216 45.3684885722064,-71.8479961089818 45.3684813759634,-71.8479479065571 45.3684691344176,-71.8478972822538 45.3684592511929,-71.8478296615595 45.368444445601,-71.8477975732797 45.3684391074582,-71.8477402897689 45.3684374303563,-71.8476477456606 45.3684375128352,-71.8475800897492 45.3684410018102,-71.8475506183614 45.3684453845785,-71.8475008382771 45.3684584135321,-71.8474160931377 45.3684808653829,-71.8473399614504 45.368499936433,-71.8473101364483 45.3685035152304)
3187||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Cyclo pédestre|Criblure de pierre|Piste cyclable|Piste cyclable en site propre|Approximation|18,506029085138699|LINESTRING (-71.9623355645765 45.4701845575742,-71.9621071098425 45.4702279642978)
3188||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Cyclo pédestre|Criblure de pierre|Piste cyclable|Piste cyclable en site propre|Approximation|184,250938506654990|LINESTRING (-71.9621071098425 45.4702279642978,-71.9620380384634 45.4702410883686,-71.962028219338 45.4702903136298,-71.9620311993665 45.4703548596992,-71.9620408058279 45.4704220888825,-71.9620527006091 45.4704763722851,-71.9620744139374 45.4705554406041,-71.962095961646 45.4706280527966,-71.9621183428332 45.4706822019374,-71.9621339557561 45.4707281338878,-71.9621402484542 45.4707686492696,-71.9621468035376 45.4708193098281,-71.9621599374243 45.4708708094055,-71.9621773856982 45.470937015823,-71.9621988144149 45.4710050159715,-71.9622147124807 45.4710620160424,-71.9622488459378 45.4711649135649,-71.9622653166472 45.4712440498644,-71.9622753291049 45.4713269582478,-71.9622865089644 45.4714043166894,-71.9622959966471 45.4714669338173,-71.9622920178098 45.4715158845432,-71.9622760498721 45.4715576072898,-71.9622545034255 45.4715864849796,-71.9622473476434 45.4715932076138,-71.9622365808657 45.4716033221332,-71.9622054767135 45.4716175601092,-71.9620780585739 45.4716597873768,-71.9619652038552 45.4717073630626)
3189||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||0,000000000000000|Cyclo pédestre|Gravier|Piste cyclable|Piste cyclable en site propre|Approximation|9,919050925118860|LINESTRING (-71.9854500500693 45.5094275995783,-71.9854434962245 45.5093758446393,-71.9854330167957 45.5093392986803)
3190||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||0,000000000000000|Cyclo pédestre|Gravier|Piste cyclable|Piste cyclable en site propre|Approximation|4927,258996958279600|LINESTRING (-71.9854330167957 45.5093392986803,-71.9853900732291 45.5091895305869,-71.985338508461 45.509142186304,-71.9851310593935 45.5090284412551,-71.9850251513537 45.5088769353235,-71.9848906926161 45.5086732476386,-71.9847952301435 45.5084021662689,-71.9846992675372 45.5081119803559,-71.9845321162024 45.5076985030292,-71.9844577889489 45.5074558121356,-71.9844032115704 45.5071889762388,-71.9843960548647 45.5069167466716,-71.9843696514294 45.5066877655556,-71.9842460221842 45.5063788287124,-71.9840901915626 45.5061371967379,-71.9840337196153 45.5060567112412,-71.9839109722491 45.5057812062766,-71.9837682262055 45.5055202937655,-71.9835902670336 45.5052120620013,-71.9833980979987 45.5048801271608,-71.9831675625306 45.5046394641759,-71.9829795369758 45.5044651344034,-71.9827561740578 45.5042387102099,-71.9826369480871 45.5040969303419,-71.9824704302717 45.5039653197218,-71.9824189991227 45.5038178813825,-71.9823142367353 45.5037093571687,-71.9820803035531 45.5035977301281,-71.981926996732 45.5034516144857,-71.9816857714352 45.5033209720861,-71.9814641710595 45.5031614081504,-71.9813464552873 45.503076938429,-71.9812326487912 45.5028825338579,-71.9811121782255 45.5026929919857,-71.9809717902413 45.5025572537156,-71.9807574267915 45.5023587661045,-71.9805986973105 45.5021827792177,-71.9803963546015 45.5020228411383,-71.9802353960801 45.501761730911,-71.9800200242888 45.5015245497954,-71.9798152536243 45.5012717481146,-71.9796233130042 45.5010884496772,-71.9794982106755 45.5009352497358,-71.979362713662 45.5008054075841,-71.9790847687405 45.5007006325973,-71.9788296448137 45.5006265261055,-71.9785955167286 45.5005134420441,-71.9784946549222 45.5004450779892,-71.9783901484587 45.5002374222223,-71.9782858440598 45.5000375051323,-71.9782349417145 45.4997749682734,-71.9781872790896 45.4996362454765,-71.9780615776655 45.4994598283945,-71.977752460285 45.499237748009,-71.9775844836081 45.4991402065073,-71.9774041021457 45.4989298159647,-71.9772642466672 45.4986424533991,-71.9771603332868 45.4984643110067,-71.9770894948494 45.4982857416399,-71.976950304449 45.4982044461794,-71.9768234639421 45.4980531913947,-71.9767010029417 45.4978885836746,-71.9765905960668 45.4978235348932,-71.9763955807867 45.4977761991208,-71.9761496350849 45.497769407113,-71.9760215471085 45.4977511192863,-71.9758597775315 45.497710000098,-71.975782445879 45.4976445240017,-71.9755596415263 45.4974380018279,-71.9753728123376 45.4971612150058,-71.9752847315474 45.497046019513,-71.9752039302966 45.4968476342877,-71.9751531254522 45.4967120138349,-71.9751298882588 45.4965461236094,-71.975099111606 45.49645345427,-71.9750733190006 45.4963706917719,-71.9749959900959 45.4963052141942,-71.9749117674654 45.4961567299523,-71.974800586566 45.4960617757441,-71.9746911802808 45.4958537882903,-71.9746568942751 45.4958076971228,-71.9746022355628 45.4957053647842,-71.9745619238068 45.4956094943615,-71.9745737551843 45.4955195987662,-71.9745605770659 45.4953768441085,-71.9744633980557 45.49527506069,-71.974417754952 45.4951559925456,-71.9742592445964 45.4950583247796,-71.9741676585978 45.4949897066278,-71.9741558677835 45.4949001159814,-71.9741870323999 45.4948265892734,-71.9742883686134 45.4947255670831,-71.974334659945 45.4946884068258,-71.9743425472528 45.4946284767395,-71.9743268999521 45.4945721736164,-71.9742827319407 45.4945095914856,-71.9741766269742 45.4944278654905,-71.9738933759516 45.4942586828719,-71.973811067826 45.4941832975025,-71.9737323564799 45.4940646558032,-71.973655552394 45.4940191129792,-71.9735136191214 45.4939258986736,-71.973423927602 45.4938359677383,-71.9733267533368 45.493734183267,-71.9733052560878 45.4936347465056,-71.9731926952123 45.4934866265086,-71.9730646638522 45.4932888488957,-71.9728870504253 45.493001967728,-71.9727766588226 45.4929369150144,-71.9724968837858 45.4929006368049,-71.9723026682077 45.4928831973902,-71.9721454667057 45.4928353668348,-71.9719590544943 45.4927546739214,-71.9718476243243 45.4926497478713,-71.9716775135655 45.4924691302982,-71.9715109168091 45.4922419332775,-71.9713090008447 45.4919287721902,-71.9712254868891 45.4918068665501,-71.9711256379056 45.4916020764657,-71.9710596373425 45.4914267639924,-71.9710361551484 45.4912509038185,-71.9709285903889 45.4911126893148,-71.970850322019 45.4910106591891,-71.9707973185205 45.4909714550792,-71.9706770519005 45.4908899090697,-71.9706273879851 45.4907974816627,-71.9706162969981 45.4907344712364,-71.9705322674561 45.4905926292381,-71.9705052736553 45.4904633480736,-71.9704738162761 45.4903440956063,-71.9704380670181 45.4902415177119,-71.9704247266854 45.4900921173565,-71.9704790807408 45.4900016746047,-71.970465914621 45.489858920095,-71.9704259601761 45.4897763388038,-71.9703279337016 45.4896413240384,-71.9702920987106 45.4895354231454,-71.9701614361361 45.4894174477165,-71.9701215689251 45.4893381892354,-71.9700948373722 45.489218875808,-71.9700692285596 45.48914275781,-71.9699478431024 45.4890180146211,-71.9698508564241 45.4889228727928,-71.9696938408675 45.4888816836333,-71.9695585444829 45.4887670911804,-71.9693900083644 45.4886462781507,-71.9693103637634 45.4884910835059,-71.9692190259288 45.488249619442,-71.9692690600505 45.4879930413167,-71.9692235205191 45.4878772936734,-71.9692156859179 45.4877577369048,-71.9690790109864 45.4875899804595,-71.9689610595571 45.4874153349235,-71.9689192087601 45.4872596538451,-71.9689254610185 45.4871365918099,-71.9689078333725 45.4870038656799,-71.9687971126611 45.4869255180071,-71.9685903614185 45.4867885759124,-71.9684072305291 45.4866513306395,-71.9682879075128 45.4865085693141,-71.9681654254604 45.4862475010662,-71.9680942946602 45.4861411389214,-71.967998463833 45.4860961310755,-71.9679684441968 45.4860539756251,-71.967977229652 45.4859872773752,-71.9679726309306 45.4859115034017,-71.9679731467174 45.4858301143088,-71.9679840798043 45.4857448920267,-71.967991052479 45.4857096596446,-71.9679810055941 45.4856265571292,-71.9679952884551 45.4855690359717,-71.9679727701709 45.485511987856,-71.9679453801639 45.4854697985946,-71.9678761103134 45.4853338190008,-71.9677922709411 45.4852442663285,-71.967750728841 45.4851634177614,-71.9677239154887 45.4851434167442,-71.9677152618094 45.4851139336776,-71.9677173615288 45.4850935610745,-71.967702201986 45.4850160727102,-71.9676796842541 45.4849590254244,-71.9676597957849 45.4849019425449,-71.9676367979149 45.4848264049935,-71.9676290915817 45.4847321745009,-71.9676174258925 45.4846879338904,-71.9675995413174 45.4846067812408,-71.9676189855065 45.4845454945089,-71.9677212937912 45.4844350530465,-71.9677412046633 45.484290528618,-71.9676770019029 45.4841470851846,-71.9675920964104 45.4839151266958,-71.9674816742005 45.483713089406,-71.9673621308647 45.4835648074949,-71.9673019033717 45.4834731018634,-71.9672443121984 45.4832930428833,-71.9671835377672 45.4831675890124,-71.9671157978235 45.4829890479093,-71.967059100423 45.4828307105358,-71.9669866802147 45.4826744242885,-71.9669058955886 45.4824997498955,-71.9667673700964 45.4822277881911,-71.9666922277003 45.4820678383171,-71.9665263652491 45.4817555361207,-71.9664727304521 45.4816138054398,-71.9664571418682 45.4815196760334,-71.9664131206573 45.4814444081462,-71.9663084922898 45.4812626408793,-71.9662046788036 45.4811123065436,-71.9661240428244 45.4809431781274,-71.9660178815762 45.4807022434545,-71.9659322297126 45.4805424270495,-71.9658559496115 45.4804398287992,-71.965764811684 45.4803725630775,-71.9656994773173 45.4802864705815,-71.9656888116055 45.4801793308116,-71.9656678241139 45.4800797211829,-71.9656228448828 45.479967473287,-71.9655783465633 45.4798737147413,-71.9654968604689 45.4797730322429,-71.9654279873132 45.4796518422045,-71.9653301563109 45.4795291744839,-71.9652354807221 45.4794268109305,-71.9651486432983 45.4793224975454,-71.9651288061895 45.479267264509,-71.9651232547126 45.479154509675,-71.965113309308 45.4790751048066,-71.9651012142218 45.4790142230582,-71.9650753070678 45.4789276243761,-71.9650189551981 45.478782228516,-71.9649582575188 45.4786720311662,-71.9648962182674 45.4785100618438,-71.9648408177971 45.4782999174718,-71.9647982245269 45.4780766617367,-71.9647382870443 45.4778943206134,-71.964734461486 45.4778481290103,-71.9647404770598 45.4777759179615,-71.9647306762196 45.4777020596724,-71.9647027642142 45.4776395306334,-71.9646777687048 45.4775880629514,-71.9646652445143 45.477510540292,-71.9646396249458 45.4774350347712,-71.9646164440193 45.4773521002895,-71.9645897239635 45.4772340683856,-71.9645822635984 45.4771490821926,-71.9645682532121 45.477014240932,-71.9644591421229 45.4767603945232,-71.9644009808741 45.4766464650264,-71.9643582048234 45.476517541964,-71.9643311983396 45.4763884157855,-71.9642868420035 45.4761984751112,-71.9642214136645 45.4760069553872,-71.9641539316669 45.4758376576929,-71.9640900845877 45.475707153658,-71.9640889831164 45.4756646272848,-71.9640681905975 45.4755724133719,-71.9640781287036 45.475550091122,-71.9640799913025 45.4755204738168,-71.9640359289283 45.475443355374,-71.9640344443935 45.4753860367455,-71.9640104990544 45.4752735175848,-71.963983637702 45.4751499388243,-71.9639513764673 45.4750208798882,-71.9639029633636 45.4748772317165,-71.9638424637347 45.4747744288493,-71.9637696323739 45.4746015001701,-71.9637183053488 45.4744467913842,-71.9637009578779 45.4743859767604,-71.9636620574607 45.4743050927092,-71.9636395495813 45.4742480435031,-71.9636090131108 45.4741855486974,-71.9635938612102 45.474108059554,-71.9635841583668 45.4740378991586,-71.9635687205935 45.4739493157983,-71.9635399980588 45.473855354194,-71.9635193520489 45.4737686867647,-71.9634987061287 45.4736820202292,-71.9634858003268 45.4735897051138,-71.963469836338 45.4734807837203,-71.9634519137743 45.4733977806659,-71.9634344699515 45.4733332688337,-71.9634093818389 45.4732781018333,-71.9633585835742 45.473143731735,-71.9633409976219 45.4730736723186,-71.9633231711149 45.4729943673001,-71.9632590887764 45.4728546188745,-71.9631896562029 45.4727112396651,-71.9631771340192 45.4726337167558,-71.9631714438599 45.4725154149934,-71.9631498897367 45.4723936171822,-71.9631268076488 45.4723143794576,-71.9630835594904 45.4721669654121,-71.9630462853851 45.4720472190615,-71.963019045043 45.4719088476929,-71.9629747969286 45.4718243325897,-71.9629222815081 45.4717251270982,-71.9628746886504 45.47161291055,-71.9628696678041 45.4715204943326,-71.9628594879633 45.4714318443896,-71.9627903452626 45.4712995581722,-71.9627441353238 45.4711392348332,-71.962709586944 45.4710231518349,-71.9626719795939 45.4708904625304,-71.9626425439748 45.4707687655342,-71.9626061806203 45.4706841492898,-71.9625587793686 45.4705793287251,-71.9625407635245 45.4704926282895,-71.9625271905231 45.4703744274049,-71.9624928822572 45.4702675899367,-71.9624542747691 45.470197798652,-71.9623497077702 45.4701747534509)
3191||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||0,000000000000000|Cyclo pédestre|Gravier|Piste cyclable|Piste cyclable en site propre|Approximation|1118,214529594360100|LINESTRING (-71.9879485421561 45.5183291846599,-71.987927706865 45.5182730816814,-71.9877048384123 45.5177449213443,-71.9874480537928 45.51714940698,-71.986760000665 45.5160453927442,-71.986499957973 45.5159357849709,-71.9865105218499 45.5157266123427,-71.9862790497312 45.5151759622612,-71.9861967878119 45.5147985089095,-71.9858820175672 45.5141359499983,-71.9854046803604 45.5127919012508,-71.9849980157619 45.5116898646964,-71.9845064383807 45.5104137921908,-71.9846469885536 45.5103082029274,-71.98505251127 45.5102653097247,-71.9856606945379 45.51019720717,-71.9857544992817 45.5101019357691,-71.9857281557967 45.5099141753901,-71.9855680921267 45.5097281544839,-71.9854726965046 45.5095294178507,-71.9854548329145 45.5094652085615,-71.9854500447679 45.5094273980815)
3192||AXE DORMAN| ||3,000000000000000|Cyclo pédestre|Criblure de pierre|Piste cyclable|Piste cyclable au niveau du trottoir|Approximation|7,593540779893320|LINESTRING (-71.8500263130919 45.405452718563,-71.8500264287365 45.4054524787326,-71.8500274904296 45.4054437438232,-71.8500226122524 45.4054388819463,-71.8500151704837 45.4054329048502,-71.8500077344745 45.4054234695173,-71.8500101054221 45.4054094738375,-71.8500204649529 45.4053903049035)
3193||AXE DORMAN| ||3,000000000000000|Cyclo pédestre|Asphalte|Accotement asphalté ou bande cyclable|Bande cyclable|Approximation|22,983504955381399|LINESTRING (-71.8494224244801 45.4059452347889,-71.849337295922 45.4059487422565,-71.8491293160967 45.4059567605587)
3194||AXE DORMAN| ||0,000000000000000|Cyclo pédestre|Asphalte|Accotement asphalté ou bande cyclable|Bande cyclable|Approximation|5,751184817061610|LINESTRING (-71.8494224244801 45.4059452347889,-71.8494957582793 45.4059422139801)
3195||AXE DORMAN| ||0,000000000000000|Cyclo pédestre|Asphalte|Piste cyclable|Piste cyclable au niveau du trottoir|Approximation|51,590099069276299|LINESTRING (-71.8494957582793 45.4059422139801,-71.8495054470611 45.4059184709256,-71.8495243949065 45.4058918315853,-71.8495459421232 45.405870599388,-71.8495849016658 45.4058396264848,-71.8496253481187 45.405813265784,-71.8496783110094 45.4057787483782,-71.8497102374121 45.4057579415004,-71.8497404718456 45.4057382362443,-71.8497794111948 45.4057081399779,-71.8498144155194 45.4056808689807,-71.8498501583672 45.4056528549564,-71.8498767334332 45.4056306031151,-71.8499011106593 45.4056080047039,-71.8499156887532 45.40559051185)
3196||SAINT-FRANÇOIS|Route verte / Sentier transcanadien||3,000000000000000|Cyclo pédestre|Criblure de pierre|Piste cyclable|Piste cyclable en site propre|Approximation|338,588341961748990|LINESTRING (-71.916483272195 45.4515088053088,-71.9164843550351 45.4513437647482,-71.9164774795593 45.4510691503433,-71.9164664861652 45.4509548278155,-71.9164568356763 45.4507317537237,-71.9164489936358 45.4504185204911,-71.9164459230844 45.4503770680478,-71.9164430315597 45.4503427663333,-71.9164380362888 45.450305629171,-71.9164315101886 45.4502885408735,-71.916420992746 45.4502743645185,-71.9163963923189 45.4502660850059,-71.9163597794222 45.4502651083177,-71.9162174624362 45.4502640117149,-71.9161112900704 45.4502666357804,-71.9156364669605 45.4502783689102,-71.9143705538193 45.4502969153576,-71.9142891637334 45.4502936310065,-71.9141993948541 45.4502804349643,-71.9141339388617 45.450264077158,-71.9140565416028 45.4502578816597,-71.9139812467076 45.4502545216188,-71.9139284137984 45.4502551757434,-71.9138613904191 45.450257436295)
